,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2016-03-21,0.4978487745100041,25.19910607053498,2337.6126413502275,11444.51,1251991.0607053502,2016,-71,-71,105.93,11.750492900000431,-31.188254899982972,-77,-133,-133,147.3,26.599999999999245,-117.24999999999757,1071,4,4,736.5,2.4340000000001054,4810.756000000009,5278,20,20,43.43,2.7099999999999795,316.17000000001195
2016-03-18,0.3559552710000018,24.701257296024973,1767.9771342502263,-0.0,1247012.5729602503,2087,-50,-50,106.339996,8.775004999999965,268.6542099999763,56,-149,-149,147.4,36.28149999999834,20.15850000000433,1067,40,40,741.86,18.140000000002146,-373.3999999999505,5258,-40,-40,43.43,7.079999999999927,3644.139999999988
2016-03-17,0.4917605163099982,24.345302025024974,2495.8538392502246,-0.0,1243453.0202502504,2137,-149,-149,105.519997,27.714014899998894,-458.05033689998186,205,-156,-156,144.78,37.20599999999897,422.4840000000024,1027,52,52,736.45,38.89600000000128,1678.0139999999371,5298,-23,-23,41.99,4.082500000000014,3275.1575000000244
2016-03-16,0.9451755563299928,23.85354150871497,1625.22280115022,-0.0,1238535.4150871504,2286,-137,-137,104.610001,22.81051369999986,3158.837063299973,361,-133,-133,142.62,25.203499999998247,590.2064999999955,975,48,48,726.37,22.847999999998866,7637.2319999999945,5321,-32,-32,42.13,4.239999999999964,-1934.5200000000348
2016-03-15,0.27874963320000545,22.908365952384983,1917.8946778502245,-0.0,1229083.6595238503,2423,-124,-124,103.959999,19.406030999999892,5150.546332000009,494,-117,-117,141.74,24.27749999999854,-57.037499999994324,927,38,38,726.92,23.465000000001556,-1890.1249999999702,5353,45,45,42.26,6.097499999999954,-415.88749999999084
2016-03-14,0.2357475369549965,22.629616319184972,2041.1808328502227,-0.0,1226296.1631918503,2547,-51,-51,101.910004,7.088997450000227,637.268369550009,611,-121,-121,142.01,26.68049999999912,187.58949999999052,889,33,33,726.81,19.4700000000003,3243.489999999967,5308,-25,-25,42.66,4.0625,-1710.8725000000015
2016-03-11,2.4956968394400048,22.39386878222998,2636.092626300223,-0.0,1223938.6878223002,2598,-12,-12,102.239998,2.4539975999999912,2842.2163944000195,732,-94,-94,141.73,25.286000000001046,1707.9140000000098,856,14,14,720.0,10.55599999999995,11872.923999999999,5333,98,98,42.27,17.345999999999822,8533.914000000024
2016-03-10,0.7467136441250022,19.898171942789975,2364.6946479002245,-0.0,1198981.7194279004,2610,7,7,101.410004,1.1585017499999966,127.29844124998843,826,-107,-107,141.24,26.42899999999908,-119.33899999999677,842,20,20,708.12,13.679999999998927,6311.080000000036,5235,6,6,41.61,0.8430000000000093,1148.0969999999938
2016-03-09,1.1139438883999977,19.151458298664974,2416.055177650221,-0.0,1191514.5829866503,2603,-28,-28,101.309998,4.70399999999994,237.41638399998237,933,-92,-92,139.31,22.678000000000296,1249.6220000000037,822,19,19,698.47,19.427500000000258,9159.012499999984,5229,62,62,41.36,10.292000000000154,493.3880000000072
2016-03-08,-1.233124665264996,18.03751441026497,2655.2067336502223,-0.0,1180375.1441026505,2631,-31,-31,100.779999,5.998504649999907,-2249.839152649982,1025,-156,-156,139.71,43.99199999999812,-1219.6320000000107,803,44,44,688.59,51.01799999999812,-717.5079999999533,5167,-139,-139,42.15,19.807499999999564,-8144.267500000012
2016-03-07,-1.3385335494750024,19.270639075529967,2296.1927693002185,-0.0,1192706.3907553002,2662,-55,-55,102.389999,12.044991749999696,-3080.8224947500075,1181,-88,-88,137.28,19.3600000000004,2710.229999999992,759,22,22,706.9,13.71700000000028,-11865.007000000014,5306,56,56,42.36,8.735999999999855,-1149.735999999994
2016-03-04,0.28859096051000166,20.609172625004973,2561.920816050218,-0.0,1206091.7262500501,2717,-59,-59,102.370003,9.617005899999791,4144.388605100001,1269,-86,-86,137.54,16.72700000000092,-39.08700000000264,737,30,30,714.99,23.14500000000112,-1227.8549999999825,5250,-93,-93,43.07,13.856999999999953,8.46300000000021
2016-03-03,0.2835665545999953,20.32058166449497,2201.1866449502218,-0.0,1203205.81664495,2776,-23,-23,100.58000200000001,3.7375000000000003,2074.352546,1355,-73,-73,137.22,22.70300000000093,2076.956999999998,707,24,24,718.68,11.999999999999455,-4553.930000000042,5343,-88,-88,42.14,13.903999999999986,3238.285999999997
2016-03-02,0.8506843408800028,20.037015109894977,3463.1310989502226,-0.0,1200370.1510989503,2799,-36,-36,100.510002,9.62999820000025,605.4329087999894,1428,0,0,133.7,0.0,2756.04000000001,683,10,10,719.0,10.519999999999982,14.900000000052273,5431,-121,-121,41.24,25.349499999999644,5130.470499999977
2016-03-01,4.322480849089998,19.186330769014972,2090.2305251502225,-0.0,1191863.30769015,2835,-82,-82,97.650002,14.678004100000392,10950.43349089999,1428,-49,-49,132.24,10.926999999999532,4817.883000000005,673,21,21,703.62,15.970499999999083,14021.099499999977,5552,1,1,39.15,0.14749999999999944,13435.39250000001
2016-02-29,-1.045880596325002,14.863849919924972,2460.0633652502215,-0.0,1148638.4991992502,2917,-47,-47,96.860001,8.083988250000157,-652.1799632499823,1477,-27,-27,132.0,6.709500000000344,-1484.5195000000003,652,15,15,700.32,10.927500000000464,-4699.277500000045,5551,-63,-63,39.43,10.269000000000151,-3622.8289999999924
2016-02-26,0.11553205353000486,15.909730516249976,2400.343306500224,-0.0,1159097.3051625004,2964,-77,-77,97.199997,13.513507699999945,464.97203530000166,1504,-70,-70,134.51,19.704999999999984,-3733.884999999999,637,30,30,708.58,26.099999999999454,-544.1599999999689,5614,-91,-91,39.06,11.966500000000108,4968.393500000015
2016-02-25,1.1401068199599982,15.79419846271997,3274.4685452002245,-0.0,1157941.9846272003,3041,-104,-104,96.050003,26.31198440000005,1975.5606996000026,1574,-64,-64,133.29,18.592000000000915,2688.5679999999797,607,28,28,700.01,29.708000000000357,3715.0220000000318,5705,-45,-45,38.23,8.03249999999992,3021.917499999966
2016-02-24,0.651047402694997,14.654091642759973,2717.282717600226,-0.0,1146540.9164276002,3145,-93,-93,93.980003,18.36748605000051,4350.040026949975,1638,-99,-99,131.55,16.829999999999323,554.2200000000106,579,26,26,688.92,21.865999999999623,2306.4039999999573,5750,76,76,37.44,11.969999999999807,-700.1899999999737
2016-02-23,-2.2717819546800033,14.003044240064977,1780.085924650223,-0.0,1140030.4424006504,3238,-159,-159,96.400002,23.69103179999916,-7191.214046799987,1737,-93,-93,133.14,18.134999999999895,-2456.41500000001,553,40,40,701.45,25.460000000001855,-5692.390000000009,5674,-3,-3,39.12,0.40049999999998964,-7377.800500000025
2016-02-22,0.9756358954750027,16.274826194744982,2078.792138450223,-0.0,1162748.2619474505,3397,-155,-155,96.309998,22.939992250000742,2872.3759547499953,1830,-126,-126,133.84,30.303000000000374,1328.1569999999942,513,56,56,707.45,30.88400000000056,2450.0260000000303,5677,-183,-183,39.67,27.44999999999948,3105.800000000007
2016-02-19,0.23910301126000408,15.299190299269975,2756.069440700228,-0.0,1152991.9029927002,3552,-156,-156,96.0,37.44002340000092,-859.443887399988,1956,-223,-223,132.36,69.68750000000126,1142.522500000051,457,69,69,695.03,63.20400000000213,1723.7959999999764,5860,-97,-97,38.82,16.344500000000025,384.15550000000155
2016-02-18,-0.18650125711499785,15.060087288009974,2641.995464100233,-0.0,1150600.8728801003,3708,-199,-199,98.839996,40.39697015000067,-6794.002071149988,2179,-185,-185,130.0,49.20999999999941,14508.93999999999,388,65,65,710.0,66.20249999999965,-4457.602499999984,5957,-64,-64,39.93,8.927999999999793,-5122.347999999996
2016-02-17,2.4125911311799957,15.246588545124972,2682.0537302502366,-0.0,1152465.8854512502,3907,-372,-372,96.66999799999999,78.86394420000137,5714.671311799971,2364,-188,-188,123.71,35.250000000001066,8090.149999999997,323,110,110,699.0,82.225000000004,4657.9749999999885,6021,-451,-451,39.71,65.39500000000078,5663.115000000003
2016-02-16,2.461615071689999,12.833997413944976,2705.858418450248,-0.0,1128339.9741394504,4279,-69,-69,95.019997,12.040493100000441,11398.383716900013,2552,-42,-42,121.83,9.870000000000214,4361.709999999971,213,174,174,692.98,149.2050000000087,-158.325000000011,6472,-324,-324,38.59,63.01799999999886,9014.382000000012
2016-02-12,2.276451056675005,10.372382342254978,99342.11211855026,-0.0,1103723.8234225502,4348,625,625,94.190002,129.0626562499977,825.6085667500117,2594,426,426,119.26,101.38800000000222,7572.8120000000235,39,182,182,690.26,204.56800000000015,-1533.5579999999975,6796,1216,1216,36.03,221.31200000000092,15899.648000000008
2016-02-11,-1.7547938744000036,8.095931285579972,186061.75402480023,97684.73,1080959.3128558001,3723,561,561,93.790001,119.21249999999841,-1972.0447440000262,2168,410,410,118.78,152.72499999999744,-4647.745000000006,-143,125,125,675.0,132.3749999999933,1152.0550000000062,5580,1208,1208,36.0,224.08400000000393,-12080.204000000007
2016-02-10,-1.3578632702899986,9.850725159979977,240762.18108580023,183344.16,1098507.2515998003,3162,409,409,95.91999799999999,82.00454090000204,-2739.0177028999874,1758,277,277,125.0,71.46600000000035,-7150.115999999994,-268,88,88,686.86,145.7720000000025,-2526.452,4372,626,626,38.5,106.10699999999869,-1163.0470000000064
2016-02-09,-0.2344790619600034,11.208588430269975,289033.6098087002,241407.16,1112085.8843027002,2753,327,327,94.290001,76.19093459999779,104.17838040000053,1481,190,190,126.12,51.10999999999942,-4197.4200000000155,-356,74,74,672.32,84.98899999999927,2334.370999999996,3746,791,791,36.93,158.20000000000113,-585.9200000000151
2016-02-08,-0.3995930799199968,11.443067492229979,327503.88007030025,293578.2,1114430.6749223003,2426,354,354,93.129997,92.5709292000005,2624.241200799991,1291,158,158,126.0,37.84099999999971,-1684.4709999999868,-430,33,33,667.85,42.63600000000024,833.0240000000178,2955,550,550,39.14,106.97499999999806,-5768.72499999999
2016-02-05,0.47041541029999673,11.842660572149978,346793.35193750024,316492.91000000003,1118426.6057215002,2072,175,175,96.519997,36.22499999999988,-5367.986896999992,1133,78,78,127.22,21.44999999999978,1054.4499999999866,-463,15,15,703.87,20.354999999999222,11357.464999999973,2405,254,254,41.02,44.704000000000136,-2339.7740000000003
2016-02-04,1.339638068680003,11.372245161849984,355484.63541250024,338428.77999999997,1113722.4516185,1897,116,116,95.860001,27.607965199999377,503.48168680000094,1055,69,69,125.08,17.25000000000039,3049.0600000000068,-478,-20,-20,722.81,56.00000000000091,8914.520000000022,2151,266,266,40.11,62.11099999999946,929.319
2016-02-03,2.196435648939997,10.032607093169977,357095.7844937002,332943.10000000003,1100326.0709317,1781,136,136,95.0,25.56801360000029,3234.1734894000047,986,75,75,123.99,13.125000000000213,1663.205000000001,-458,-5,-5,770.22,6.804999999999836,17287.644999999968,1885,263,263,40.65,47.07700000000017,-220.6670000000036
2016-02-02,-1.561818489085,7.836171444229981,381011.9795073002,346386.45,1078361.7144423001,1645,81,81,95.41999799999999,13.405487849999579,-3139.3403908500154,911,46,46,123.67,8.233999999999703,-1676.6640000000004,-453,54,54,784.5,44.79300000000162,-7530.242999999991,1622,145,145,41.86,20.517499999999885,-3271.9374999999923
2016-02-01,-0.6321769993899972,9.397989933314982,392740.0293331501,381264.0,1093979.8993331501,1564,51,51,96.470001,12.724494899999748,-1391.5884938999877,865,38,38,124.4,7.2769999999998625,42.14299999999328,-507,28,28,750.46,28.26599999999944,-4826.895999999976,1477,77,77,42.36,14.668499999999899,-145.4285000000021
2016-01-29,0.3402304460999999,10.030166932704978,404954.07537905016,397478.25,1100301.6693270502,1513,110,110,94.790001,22.714989000000315,4817.534460999999,827,46,46,123.28,8.785999999999724,2067.8440000000064,-535,24,24,731.53,28.008000000000173,-6456.338000000003,1400,161,161,40.8,26.726000000000404,2973.263999999997
2016-01-28,-1.6484967751300006,9.689936486604978,420558.7504780501,408606.64,1096899.3648660504,1403,146,146,93.790001,38.61700730000013,847.3697487000077,781,53,53,121.26,12.507999999999772,955.6520000000036,-559,29,29,722.22,37.48249999999987,-17994.382500000014,1239,102,102,41.2,17.697000000000287,-293.60700000000253
2016-01-27,-0.11915944275000415,11.338433261734977,434097.9951313503,411594.12,1113384.3326173504,1257,150,150,96.040001,36.07497749999965,-7702.06542750001,728,49,49,122.73,8.256500000000011,-1201.756500000007,-588,19,19,713.67,13.110000000000605,7648.319999999973,1137,125,125,40.37,20.562500000000306,63.90750000000259
2016-01-26,0.09170412999999943,11.45759270448498,445863.7692588502,432815.27999999997,1114575.9270448503,1107,114,114,99.93,24.62399999999996,528.3617999999924,679,53,53,122.25,12.163500000000386,325.116500000003,-607,8,8,713.85,8.668000000000394,-857.6980000000036,1012,178,178,39.6,31.238999999999667,921.2610000000025
2016-01-25,0.48772535668000355,11.365888574484982,453181.8337588502,437677.05,1113658.8857448502,993,79,79,101.519997,20.105484199999715,-1994.1414331999863,626,73,73,122.1,18.140499999999893,-251.86050000000054,-615,11,11,723.58,5.5054999999996195,8364.564500000026,834,146,146,40.81,18.468999999999802,-1241.309000000004
2016-01-22,-0.7801408451249985,10.878163217804977,468151.27400605014,454006.5,1108781.6321780502,914,99,99,98.629997,24.452975250000613,4424.55304874999,553,41,41,124.67,13.365999999999964,-312.25599999999827,-626,39,39,723.6,52.12349999999915,-12396.673499999979,688,134,134,41.05,22.51199999999971,482.96800000000303
2016-01-21,-0.5771775629199987,11.658304062929977,488908.4681843003,469882.35000000003,1116583.0406293,815,86,86,97.059998,29.11101720000037,-451.6791291999994,512,42,42,121.3,16.77899999999978,544.3409999999989,-665,43,43,702.18,76.51849999999835,-5650.008499999985,554,131,131,40.51,23.449000000000083,-214.42900000000145
2016-01-20,-0.010862900850005876,12.235481625849975,496824.27552950016,494502.60000000003,1122354.8162585003,729,115,115,95.099998,29.612511499999187,244.5559915000032,470,79,79,118.46,23.857999999999855,-2199.008000000005,-708,-4,-4,688.61,3.7139999999998508,2308.285999999942,423,121,121,40.52,20.93300000000005,-462.4629999999989
2016-01-19,-0.6765771205699938,12.24634452669998,504171.0728110003,494060.16,1122463.4452670002,614,73,73,98.410004,15.877492699999895,-397.89370570000114,391,32,32,130.11,6.416000000000349,-759.6959999999959,-704,23,23,703.3,26.875499999999352,-5397.785499999939,302,88,88,42.85,16.89599999999989,-210.39600000000047
2016-01-15,1.246951497999999,12.922921647269975,519188.02809570025,504865.15,1129229.2164727,541,80,80,96.199997,26.96001999999953,-1054.3500199999992,359,30,30,130.01,6.855000000000075,-953.7749999999983,-727,7,7,692.29,12.186999999999738,14881.112999999987,214,81,81,42.51,13.203000000000193,-403.47300000000064
2016-01-14,-0.8842878917250052,11.675970149269977,510224.6928757002,524604.48,1116759.7014927003,461,95,95,97.959999,27.977495249999407,899.8015827500014,329,33,33,131.93,8.54699999999973,538.8330000000027,-734,-39,-39,705.38,74.3535000000011,-10279.813500000058,133,60,60,45.42,13.17000000000013,-1.6999999999997257
2016-01-13,1.596572643110007,12.56025804099498,518840.3507759501,486889.19999999995,1125602.58040995,366,53,53,100.32,10.20251589999987,-969.9025688999973,296,10,10,133.5,2.324999999999932,-520.4050000000053,-695,23,23,730.85,15.444500000000335,17604.065500000073,73,41,41,47.32,6.621500000000096,-148.03150000000034
2016-01-12,-0.7096211233700054,10.963685397884975,523825.59429185017,521318.26,1109636.8539788502,313,57,57,100.550003,10.602005700000387,321.84776629999726,286,9,9,133.65,1.8270000000000777,-99.98699999999567,-718,12,12,721.68,10.391999999999552,-7286.912000000055,32,40,40,47.5,6.119999999999891,-31.159999999999798
2016-01-11,-0.04480806130999593,11.67330652125498,530685.8154685502,523076.69999999995,1116733.0652125503,256,58,58,98.970001,12.614997099999744,272.72488690000216,277,15,15,131.81,3.375,437.1249999999983,-730,-9,-9,716.61,10.0034999999996,-1129.5434999999597,-8,34,34,46.56,8.007000000000014,-28.386999999999993
2016-01-08,0.8305292562549966,11.718114582564978,521722.1160236499,517070.33,1117181.14582565,198,57,57,98.550003,16.244991449999826,-34.96493745000022,262,15,15,133.18,3.442500000000109,-330.5025000000048,-721,-13,-13,731.45,13.93599999999974,8646.163999999972,-42,26,26,48.73,5.044000000000031,24.596000000000096
2016-01-07,1.1589347871000022,10.887585326309981,539185.7036861001,517518.2,1108875.8532631001,141,43,43,98.68,9.675,-522.0651290000004,247,-2,-2,133.7,0.3960000000000264,-573.9059999999937,-708,24,24,730.31,24.31200000000026,12493.968000000015,-68,19,19,49.07,2.67899999999994,191.3509999999997
2016-01-06,-0.14527541374999778,9.72865053920998,525013.4556861002,548690.2799999999,1097286.5053921,98,45,45,100.559998,12.239986500000029,-112.4701374999999,249,9,9,134.38,1.8180000000000347,-157.90800000000175,-732,-37,-37,730.0,28.416000000000235,-1255.1559999999763,-87,14,14,50.1,2.240000000000032,72.7800000000001
2016-01-05,-0.07636015158000042,9.873925952959977,533945.0095826001,521229.96,1098739.2595296002,53,32,32,105.75,8.592004799999994,-161.31201580000018,240,-3,-3,136.76,0.5595000000000028,-22.129499999998632,-695,15,15,746.45,11.099999999999795,-594.550000000006,-101,23,23,51.54,3.449999999999935,14.390000000000466
2016-01-04,1.130503194119997,9.950286104539977,529655.1810874002,533046.52,1099502.8610454004,21,24,24,102.610001,5.051998800000115,60.43794119999995,243,0,0,135.6,0.0,-405.8100000000039,-710,-32,-32,743.0,21.055999999999766,11569.183999999974,-124,5,5,50.75,0.6599999999999824,81.2199999999997
2015-12-31,0.7826455460700003,8.81978291041998,518750.21909820026,521512.17000600003,1088197.8291042,-3,18,18,107.010002,3.1679973000000414,8.591960699999813,243,-7,-7,139.07,1.1270000000000495,-420.97699999999986,-678,-23,-23,769.5,14.604999999999269,8168.255000000004,-129,-1,-1,52.07,0.1345000000000013,70.58549999999963
2015-12-30,0.36495619343000163,8.037137364349979,524056.0935595001,513953.12,1080371.3736435003,-21,6,6,108.58000200000001,1.370999700000033,29.408934300000062,250,-31,-31,139.58,5.982999999999668,-122.18299999999874,-655,16,16,776.6,12.440000000000145,3655.560000000015,-128,-1,-1,52.84,0.12400000000000092,86.77599999999998
2015-12-29,-0.8993755932500026,7.672181170919978,520131.81170920003,530763.039946,1076721.8117092003,-27,15,15,106.959999,2.6325014999999894,-56.57243250000022,281,-17,-17,138.25,2.974999999999807,617.6749999999964,-671,5,5,766.69,3.86749999999995,-9479.157500000023,-127,-2,-2,52.76,0.26099999999999285,-75.70099999999928
2015-12-28,-0.9723515507800004,8.571556764169983,531070.5879777003,526490.7,1085715.5676417002,-42,12,12,107.589996,1.8300018000000025,54.26999220000049,298,-19,-19,137.74,2.631499999999983,-203.04149999999575,-676,16,16,752.92,5.38399999999965,-9616.06400000001,-125,5,5,52.57,0.6300000000000168,41.31999999999977
2015-12-24,0.12118686193999811,9.543908314949983,519398.55309550016,530578.719946,1095439.0831495002,-54,12,12,109.0,2.190000599999917,24.450119399999682,317,-7,-7,138.43,1.1165000000000989,-93.81649999999748,-692,-22,-22,749.55,13.430999999999539,1291.5689999999786,-130,3,3,52.48,0.3839999999999961,-10.333999999999758
2015-12-23,-0.02303727171999697,9.422721453009986,528494.7649921001,516875.7500659999,1094227.2145301003,-66,26,26,107.269997,4.251005200000185,-96.3707172000004,324,-25,-25,138.3,5.675000000000239,201.2149999999951,-670,10,10,753.47,5.660000000000082,-248.0599999999638,-133,11,11,52.3,1.5069999999999895,-87.1570000000006
2015-12-22,-0.06528020953000087,9.44575872472998,516695.89715530025,527354.600276,1094457.5872473002,-92,22,22,107.400002,4.180003299999879,3.4799047000012875,349,6,6,135.88,1.1429999999999496,844.6470000000024,-680,-15,-15,751.65,9.0,-1467.2000000000126,-144,6,6,51.99,0.8489999999999953,-33.72899999999985
2015-12-21,-0.5835052340600028,9.511038934259984,533579.3197986002,517271.170228,1095110.3893426,-114,28,28,107.279999,7.993998600000214,-191.19434060000066,343,-8,-8,135.83,1.8760000000000219,211.36399999999807,-665,18,18,746.13,16.181999999999608,-5764.842000000025,-150,5,5,51.71,0.8800000000000026,-90.37999999999974
2015-12-18,0.6769730556100008,10.094544168319985,514612.38040519995,527942.539858,1100945.4416832002,-142,14,14,108.910004,3.6889978999999133,416.19155609999905,351,20,20,136.41,5.190000000000168,-647.7399999999981,-683,-42,-42,746.51,32.927999999998704,6756.392000000006,-155,-14,-14,52.46,2.4430000000000067,244.88700000000034
2015-12-17,0.5072825890750057,9.417571112709984,526143.9125311003,504835.95046799997,1094175.7111271003,-156,23,23,112.019997,5.968494249999882,346.5503907500005,331,-13,-13,139.35,2.508999999999861,-842.4689999999972,-641,24,24,762.42,27.780000000000108,5419.360000000054,-141,-1,-1,54.01,0.18550000000000325,149.38449999999932
2015-12-16,-0.9532839673500036,8.91028852363498,520678.57452035014,531605.7092840001,1089102.88523635,-179,14,14,111.07,3.1150035000000234,-163.38467349999982,344,-1,-1,139.12,0.18449999999999137,517.1455000000001,-665,-13,-13,750.0,11.095500000000403,-9694.145500000037,-140,-2,-2,53.04,0.2949999999999989,-192.45499999999936
2015-12-15,0.36084559807499983,9.863572490984984,524935.8637518502,513269.129614,1098635.7249098502,-193,15,15,111.940002,3.667499249999949,388.50348074999926,345,-14,-14,137.4,2.883999999999924,659.395999999995,-652,14,14,753.0,18.591999999999324,2757.428000000004,-138,1,1,51.85,0.16150000000000234,-196.87150000000022
2015-12-14,-0.5284828624349978,9.502726892909983,525793.8795531003,528513.560624,1095027.2689291001,-208,7,7,112.18,1.5890003500000462,151.01037565000212,359,0,0,135.31,0.0,488.2400000000049,-666,-1,-1,741.79,0.5479999999999791,-5925.027999999985,-139,-3,-3,51.14,0.5309999999999946,0.9489999999997323
2015-12-11,0.6996088054000014,10.031209755344982,525232.4966934503,522633.21,1100312.0975534501,-215,4,4,115.190002,0.6860000000000014,646.0835539999969,359,1,1,135.23,0.20650000000001115,-792.0465000000029,-665,-12,-12,741.16,8.411999999999988,6934.33800000002,-136,-2,-2,51.94,0.30699999999999933,207.71299999999988
2015-12-10,0.13642475749999824,9.331600949944981,518020.3386234502,521893.709562,1093316.0094994502,-219,-10,-10,116.040001,2.3049999999999784,-118.55392499999894,358,-5,-5,137.03,1.402499999999975,61.557499999995485,-653,-14,-14,752.85,20.460999999999693,1400.8489999999854,-134,-11,-11,52.89,1.9250000000000314,20.395000000000444
2015-12-09,0.6977012480749996,9.195176192444983,520858.2529694503,510939.00062700006,1091951.76192445,-209,-5,-5,117.639999,0.93499924999999,541.6049807499999,363,-6,-6,137.38,1.0590000000000601,-527.7989999999994,-639,8,8,759.17,5.0399999999997815,6896.199999999995,-123,-9,-9,53.05,1.2734999999999927,67.00649999999976
2015-12-08,0.004491167754999805,8.497474944369984,516559.7312797001,523458.770612,1084974.7494437003,-204,-3,-3,117.519997,0.6075004499999921,7.311677550001474,369,1,1,138.28,0.1800000000000125,-552.4100000000001,-647,-14,-14,757.89,10.94800000000023,483.3719999999968,-114,-12,-12,53.84,1.7819999999999654,106.63799999999986
2015-12-07,0.21045154881499675,8.492983776614983,515035.90635915037,512460.329799,1084929.8377661502,-201,3,3,118.980003,0.9209998499999899,149.97898815000002,368,-26,-26,140.16,6.538999999999964,-337.3989999999986,-633,13,13,767.77,13.318499999999563,2227.6814999999656,-102,-12,-12,54.77,2.2859999999999845,64.2540000000005
2015-12-04,-0.9573167899999984,8.282532227799985,522393.06166600005,524599.4797959999,1082825.3222780002,-204,-2,-2,115.290001,0.457000000000005,-781.5974000000015,394,-23,-23,138.09,5.22100000000022,570.6290000000079,-646,-2,-2,753.1,2.5369999999999893,-9219.836999999989,-90,-13,-13,53.66,2.1125,-142.36250000000052
2015-12-03,0.6344176448550022,9.239849017799983,504407.51836000016,512026.429394,1092398.4901780002,-202,-11,-11,116.550003,2.216499450000049,218.91394855000146,417,-8,-8,140.1,1.4839999999999691,-323.5440000000004,-644,-23,-23,766.01,21.850000000000524,6398.60000000002,-77,-13,-13,54.42,1.9435000000000244,50.20650000000018
2015-12-02,0.2331757428199975,8.605431372944981,518957.8350664503,499112.419809,1086054.31372945,-191,-8,-8,117.339996,1.579998800000044,200.8794281999991,425,-29,-29,140.93,5.539000000000238,-687.1890000000053,-621,40,40,768.9,48.49999999999818,2770.9599999999814,-64,-11,-11,54.99,1.4630000000000138,47.107000000000106
2015-12-01,-1.5153775276599954,8.372255630124984,514068.4155692501,531395.2992680001,1083722.5563012501,-183,-18,-18,118.75,3.2940036000000132,180.48722340000072,454,-6,-6,139.58,1.0139999999999305,844.3860000000064,-661,-4,-4,747.11,3.131999999999971,-16139.93199999996,-53,-17,-17,54.4,2.1165000000000562,-38.716500000000096
2015-11-30,0.5407138671099967,9.887633157784979,517312.5527328502,509354.940495,1098876.3315778503,-165,-13,-13,117.989998,1.8265039000000656,-80.33732890000174,460,-17,-17,138.61,3.0600000000002128,441.0899999999904,-657,9,9,748.81,3.564000000000442,5042.10599999998,-36,-16,-16,54.34,2.119999999999982,4.279999999999967
2015-11-27,-0.11577747990000037,9.34691929067498,511016.9722987501,518664.479696,1093469.1929067501,-152,-28,-28,118.290001,4.634006999999986,36.08620100000162,477,-6,-6,138.0,0.9150000000000547,218.50500000000375,-666,-4,-4,748.46,1.5880000000001018,-1405.608000000009,-20,-28,-28,54.06,3.5980000000000305,-6.757999999999971
2015-11-25,-0.01217636985000001,9.462696770574981,517349.90782975015,509911.019876,1094626.9677057501,-124,-22,-22,119.209999,4.6529944999998465,108.00680149999992,483,-37,-37,138.37,7.455499999999529,-305.7654999999964,-662,10,10,748.14,9.8250000000005,77.63499999999635,8,-28,-28,54.29,3.9199999999999764,-1.6400000000000037
2015-11-24,0.49808018505500234,9.474873140424982,501072.85069025017,514969.919694,1094748.7314042503,-102,-27,-27,117.33000200000001,5.926509449999881,-132.52614945,520,-7,-7,137.65,1.31250000000004,65.81749999999285,-672,-23,-23,752.0,14.823499999999331,5068.03650000003,36,-28,-28,53.81,3.766000000000037,-20.526000000000057
2015-11-23,0.0402785069000008,8.976792955369978,511727.26000370015,499462.27,1089767.9295537001,-75,-26,-26,119.269997,3.990999999999991,111.4790690000003,527,-32,-32,138.53,5.871999999999571,-25.99199999999534,-649,28,28,757.45,23.687999999999466,354.89200000000284,64,-34,-34,54.67,4.793999999999892,-37.59399999999976
2015-11-20,-1.1382352264400044,8.936514448469978,502158.8249257002,518063.90014700004,1089365.1444847002,-49,-36,-36,119.199997,8.98199639999982,-19.342264400000097,559,-3,-3,137.37,0.5595000000000028,985.170499999995,-677,1,1,746.53,0.32850000000005364,-12323.078500000036,98,-29,-29,55.37,3.7119999999999624,-25.102000000000324
2015-11-19,0.1598813967100031,10.074749674909983,514303.03676210006,502186.11998699995,1100747.4967491003,-13,-31,-31,117.639999,6.1844968999999335,-14.704532899999952,562,-28,-28,136.21,5.110000000000287,522.8500000000091,-678,29,29,738.74,23.794500000000447,1090.765500000021,127,-39,-39,54.88,6.3570000000000935,-0.09699999999918596
2015-11-18,-0.8837692021150032,9.914868278199979,502158.862764,523180.0,1099148.6827820002,18,-21,-21,115.760002,3.9165031500001306,104.35347884999968,590,12,12,134.79,2.106000000000063,1166.2540000000001,-707,-19,-19,727.58,10.269500000000813,-10359.849500000031,166,-20,-20,53.85,2.9900000000000375,251.5499999999991
2015-11-17,0.25088320286000493,10.798637480314982,511758.7247251502,499006.39999999997,1107986.37480315,39,-26,-26,114.91999799999999,6.811997399999944,-6.681971400000313,578,-20,-20,134.22,4.300000000000182,69.4799999999911,-688,27,27,729.29,27.216000000000417,2481.954000000058,186,-32,-32,53.89,5.120000000000073,-35.91999999999919
